,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Hit or Not,lyrical_subjectivity,lyrical_polarity,repeated_phrases,minutes,word_count,WPM_approx,artist_past_performance
308,70,5,15,0.518,0.797,-5.153,0.0309,0.000696,0.0,0.107,0.293,132.915,238173,1,0.6977777777777778,0.16000000000000006,0,3.96955,291,73.30805758839163,1
313,0,0,18,0.693,0.6779999999999999,-7.7410000000000005,0.139,0.489,6.05e-05,0.0453,0.555,105.09100000000001,211005,1,0.5857260435038213,0.2505333760889317,3,3.51675,385,109.476078765906,0
314,44,5,7,0.524,0.958,-3.477,0.0566,0.0009019999999999999,0.000227,0.152,0.4270000000000001,130.0,218267,1,0.4451587301587302,-0.17753968253968255,4,3.637783333333333,350,96.21243706103077,1
317,60,2,10,0.53,0.65,-6.251,0.03,0.0461,0.0,0.0974,0.316,123.97200000000001,255960,1,0.4351851851851852,0.26666666666666666,0,4.266,300,70.32348804500704,0
322,0,5,2,0.34600000000000003,0.335,-12.453,0.0339,0.575,0.00674,0.185,0.213,84.204,478173,1,0.4120028409090909,0.09801925505050504,0,7.96955,341,42.78786129706194,4
333,57,4,20,0.863,0.514,-7.2429999999999986,0.249,0.0419,0.0,0.301,0.843,82.985,271160,1,0.4132232462877625,0.18277329749103946,1,4.519333333333333,843,186.5319368638443,5
334,24,3,14,0.755,0.562,-4.9910000000000005,0.154,0.17,0.0,0.132,0.631,82.999,262013,1,0.6395003607503609,0.2666973304473304,1,4.366883333333333,301,68.92787762439269,0
337,77,4,20,0.727,0.552,-8.074,0.14,0.22699999999999998,0.000164,0.198,0.607,168.18900000000005,289160,1,0.6416698160745787,0.02065224237843283,33,4.819333333333334,1508,312.9063494259233,2
341,44,0,4,0.688,0.9129999999999999,-3.7260000000000004,0.0434,0.0223,1.0800000000000003e-05,0.27,0.534,128.006,195463,1,0.3982758620689653,-0.20344827586206907,1,3.2577166666666666,223,68.45285296961573,0
343,26,3,13,0.423,0.631,-10.046,0.0508,0.15,0.243,0.6609999999999999,0.392,162.466,185307,1,0.4968137254901962,-0.09297385620915033,0,3.08845,603,195.24356878045623,0
344,22,0,18,0.753,0.8320000000000001,-8.218,0.0799,0.0186,0.000354,0.0414,0.7809999999999999,126.999,206893,1,0.4834632598304473,0.205531599476912,4,3.4482166666666667,330,95.70164287820276,0
348,0,0,18,0.5529999999999999,0.855,-2.025,0.0732,0.0187,0.0,0.0428,0.552,127.99700000000001,179640,1,0.6187675070028011,0.3697478991596639,0,2.994,222,74.14829659318637,0
350,2,2,5,0.7170000000000001,0.679,-11.765999999999998,0.0528,0.16899999999999998,0.038,0.109,0.528,111.975,340582,1,0.4178382464096749,0.2419123204837491,0,5.6763666666666674,164,28.891720642899514,2
352,51,5,2,0.583,0.833,-8.29,0.0343,0.0531,5.570000000000001e-05,0.16,0.81,119.884,182800,1,0.6183035714285714,0.16982886904761904,0,3.046666666666667,241,79.10284463894965,0
356,60,3,23,0.6990000000000001,0.38799999999999996,-10.722000000000001,0.0531,0.588,1.98e-06,0.0658,0.5660000000000001,125.85799999999999,274667,1,0.5303703703703705,0.1162962962962963,26,4.5777833333333335,1449,316.5287420767693,0
366,75,2,5,0.5770000000000001,0.7490000000000001,-7.215,0.0279,0.599,0.0112,0.183,0.261,130.969,307880,1,0.16296296296296298,-0.11851851851851855,0,5.131333333333333,163,31.765622969988307,2
368,0,0,4,0.778,0.919,-2.866,0.0658,0.00349,0.547,0.162,0.237,127.98299999999999,245625,1,0.0,-0.28125,9,4.09375,262,64.0,0
369,43,3,14,0.865,0.836,-6.087999999999999,0.225,0.00372,0.00551,0.301,0.248,102.75399999999999,311507,1,0.4829739704739705,0.08677711177711178,11,5.191783333333333,656,126.35350088441031,1
371,65,3,23,0.581,0.78,-7.053,0.0567,0.508,1.07e-05,0.0799,0.561,123.711,203680,1,0.5759502923976608,0.2924707602339181,0,3.3946666666666667,266,78.35820895522387,0
378,55,2,3,0.728,0.794,-3.992,0.0635,0.14800000000000002,0.0,0.0688,0.523,112.071,194360,1,0.4866459627329193,0.1506211180124223,10,3.239333333333333,562,173.49248816628938,0
382,56,5,15,0.787,0.517,-12.794,0.0332,0.6579999999999999,1.07e-05,0.292,0.885,108.186,286667,1,0.8230909090909094,0.3667272727272728,0,4.777783333333334,371,77.65107249875291,0
388,1,2,10,0.701,0.852,-4.908,0.0339,0.423,0.00474,0.20199999999999999,0.433,104.988,189267,1,0.4947916666666667,-0.09479166666666666,3,3.15445,506,160.40831206707986,0
394,2,4,20,0.45899999999999996,0.925,-1.327,0.35,0.248,0.0,0.174,0.5329999999999999,104.855,357920,1,0.4923474610974609,-0.03748720311220313,8,5.965333333333334,2104,352.7045149754136,0
402,38,2,3,0.645,0.578,-6.818,0.039,0.0171,0.0,0.0815,0.536,97.95,181905,1,0.4295138888888889,0.03055555555555556,0,3.03175,236,77.84283004865176,0
403,50,5,7,0.69,0.841,-13.357000000000001,0.0384,0.163,2.78e-06,0.0441,0.716,142.782,255093,1,0.4901098901098903,0.1935897435897436,0,4.25155,287,67.50479236984158,1
404,62,3,23,0.687,0.583,-10.224,0.064,0.22399999999999998,0.0,0.106,0.21,95.137,303903,1,0.5144582470669428,0.24610075914423746,10,5.06505,688,135.832815075863,0
407,2,5,2,0.561,0.754,-12.769,0.11199999999999999,0.61,0.0194,0.32799999999999996,0.642,100.08,282693,1,0.6000000000000001,0.4347826086956523,0,4.71155,277,58.79169275503815,2
408,78,2,5,0.446,0.9540000000000001,-8.068999999999999,0.0764,0.0232,0.395,0.297,0.332,123.45,272027,1,0.6675444444444445,0.3608545454545453,16,4.533783333333333,1228,270.85546655295246,0
415,90,3,13,0.335,0.625,-7.4620000000000015,0.0386,0.16399999999999998,0.0,0.0708,0.34600000000000003,150.27700000000004,241107,1,0.5737012987012988,0.40259740259740256,0,4.01845,388,96.55464171508915,3
416,76,1,11,0.835,0.669,-5.5820000000000025,0.0643,0.0336,6.92e-05,0.0535,0.542,122.66799999999999,267080,1,0.7675000000000001,0.053333333333333344,43,4.451333333333333,1146,257.45095102590983,1
417,74,5,2,0.39,0.649,-5.162999999999999,0.0345,0.172,0.0,0.21600000000000005,0.14400000000000002,121.16,299760,1,0.4142857142857142,0.2178571428571429,8,4.996,780,156.1248999199359,5
425,56,5,15,0.679,0.66,-7.301,0.027999999999999997,0.00938,0.258,0.11800000000000001,0.35600000000000004,114.209,294040,1,0.6722222222222222,-0.03611111111111109,0,4.900666666666667,220,44.891851448782475,5
426,70,4,8,0.763,0.542,-6.752999999999999,0.14800000000000002,0.639,0.0,0.113,0.504,142.031,122113,1,0.584040959040959,-0.02478771228771228,0,2.0352166666666665,359,176.39399572527088,0
427,57,1,22,0.838,0.72,-4.135,0.0483,0.0862,0.0069700000000000005,0.0772,0.204,122.99,251987,1,0.5274509803921569,0.4117647058823529,0,4.199783333333333,333,79.28980463277867,0
431,7,3,14,0.81,0.5379999999999999,-5.784,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,1,0.4394736842105263,0.07105263157894738,4,4.447333333333333,453,101.8587917853395,3
432,47,0,18,0.723,0.706,-5.593,0.14800000000000002,0.114,0.0,0.214,0.698,105.00399999999999,163200,1,0.30935672514619883,0.24809941520467835,1,2.72,343,126.10294117647058,2
436,79,2,17,0.9179999999999999,0.609,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.00799999999998,231400,1,0.35653153153153155,0.12792792792792795,13,3.8566666666666665,1294,335.52290406222994,0
442,63,3,14,0.741,0.752,-7.0089999999999995,0.0359,0.0411,0.0012,0.0233,0.9420000000000001,114.851,248093,1,0.4085333333333333,0.2248,2,4.134883333333334,283,68.44207615692501,0
445,62,5,7,0.406,0.9640000000000001,-4.0760000000000005,0.20600000000000002,0.00041600000000000003,0.000231,0.401,0.406,173.058,274403,1,0.55550135501355,0.18846205962059612,0,4.573383333333333,352,76.96708855223885,0
450,74,5,15,0.5,0.501,-8.283999999999999,0.0376,0.462,0.0,0.26,0.623,144.438,153800,1,0.5700549450549449,0.3695054945054945,0,2.563333333333333,229,89.33680104031208,0
455,62,3,23,0.759,0.634,-6.609,0.096,0.539,0.00022799999999999999,0.183,0.444,156.02,177172,1,0.4862745098039215,0.1284313725490196,0,2.9528666666666665,398,134.7842774253268,2
459,48,2,5,0.8240000000000001,0.556,-10.710999999999999,0.033,0.146,0.000394,0.0839,0.5660000000000001,108.85799999999999,245640,1,0.3069444444444444,0.07175925925925926,3,4.0939999999999985,526,128.48070346849047,5
464,52,3,14,0.612,0.579,-6.4170000000000025,0.0553,0.285,0.0,0.0556,0.716,86.31,284667,1,0.4149509803921572,-0.18700980392156866,1,4.74445,423,89.15680426603718,0
466,35,2,17,0.659,0.789,-3.444,0.0717,0.184,0.0,0.0535,0.493,121.947,162960,1,0.5393939393939395,0.2508264462809917,0,2.716,274,100.88365243004421,0
469,78,5,15,0.331,0.943,-3.188,0.0698,0.0072099999999999985,2.06e-06,0.242,0.29600000000000004,94.61200000000001,235893,1,0.5125925925925927,-0.06370370370370369,0,3.93155,323,82.15589271406952,0
471,41,1,22,0.735,0.858,-3.593,0.0515,0.0253,0.0,0.14800000000000002,0.386,114.04,172628,1,0.3876543209876544,-0.13950617283950614,0,2.877133333333333,175,60.824431726023576,0
476,72,2,5,0.7440000000000001,0.545,-9.361,0.0297,0.506,0.0977,0.0649,0.34600000000000003,97.40899999999999,328293,1,0.5568027210884346,0.2778911564625854,13,5.47155,792,144.74874578501522,1
480,0,4,6,0.831,0.5489999999999999,-7.603,0.243,0.19699999999999998,6.83e-06,0.33,0.606,97.041,189939,1,0.3858299746230781,0.04620978877444397,0,3.16565,572,180.6895898156777,5
481,63,5,15,0.545,0.905,-10.732000000000001,0.0648,0.00164,1.95e-06,0.0532,0.826,103.574,256947,1,0.11,0.08,5,4.28245,500,116.75559551191492,0
488,37,4,20,0.812,0.5539999999999999,-9.806000000000001,0.209,0.247,0.0,0.129,0.687,146.099,323960,1,0.3775564082382264,-0.0160304342122524,6,5.399333333333334,1472,272.62625015433997,1
490,5,1,12,0.695,0.419,-3.4610000000000003,0.0329,0.8490000000000001,1.16e-06,0.0985,0.419,105.52,217147,1,0.5127450980392156,0.06495098039215688,1,3.6191166666666654,263,72.6696661708428,2
497,54,5,0,0.509,0.774,-4.053999999999999,0.0338,0.0018899999999999998,0.000549,0.14300000000000002,0.0824,116.529,264707,1,0.6156666666666666,-0.0315,3,4.411783333333333,270,61.19974160109102,1
503,17,2,5,0.679,0.634,-5.024,0.0654,0.23199999999999998,0.0,0.115,0.498,102.01299999999999,210091,1,0.3875,0.29999999999999993,11,3.501516666666667,606,173.06786106972692,8
505,61,3,14,0.621,0.48100000000000004,-8.016,0.0371,0.0984,0.0,0.24100000000000002,0.679,65.00399999999999,256133,1,0.6902319902319902,-0.18882783882783885,8,4.268883333333333,340,79.64612135101686,0
510,13,2,17,0.6509999999999999,0.946,-4.717,0.10099999999999999,0.13,0.0,0.14800000000000002,0.508,91.911,228333,1,0.4744124922696351,-0.10199958771387346,0,3.80555,440,115.6206067454113,4
511,49,3,13,0.7,0.316,-10.26,0.0384,0.562,0.0042899999999999995,0.11599999999999999,0.55,72.936,187242,1,0.6909090909090909,0.3272727272727273,0,3.1207,129,41.33687954625565,0
513,0,3,14,0.836,0.613,-9.376,0.21,0.00206,0.00183,0.634,0.7829999999999999,111.87899999999999,261627,1,0.4603650793650795,0.15085813492063493,0,4.36045,420,96.32033391049087,2
515,4,4,6,0.769,0.8320000000000001,-2.985,0.048,0.0291,1.46e-06,0.386,0.772,91.53,284907,1,0.4781009070294785,0.15977478870336012,0,4.74845,570,120.03917067674715,2
519,74,2,5,0.611,0.6970000000000001,-8.618,0.133,0.0193,0.0,0.332,0.47600000000000003,122.75200000000001,320357,1,0.6480885311871221,0.4237424547283696,20,5.339283333333333,874,163.69238068779518,1
523,53,3,23,0.293,0.46,-6.992000000000001,0.0335,0.14,0.0,0.0779,0.191,97.635,480547,1,0.8314685314685314,0.0979020979020979,6,8.009116666666667,440,54.93739426112326,0
525,63,5,15,0.81,0.716,-7.392,0.0402,0.0184,1.9600000000000002e-05,0.301,0.965,128.528,200293,1,0.4554395604395605,-0.07763736263736264,3,3.338216666666667,228,68.29994058703997,0
535,3,5,7,0.6579999999999999,0.675,-10.967,0.242,0.604,0.0,0.0428,0.5870000000000001,115.574,377760,1,0.4931111111111112,-0.04622222222222224,0,6.296,312,49.55527318932656,0
539,33,2,3,0.667,0.8270000000000001,-10.869000000000002,0.0553,0.0286,0.0135,0.245,0.441,127.993,230600,1,0.5885093167701864,0.2754658385093168,4,3.8433333333333333,372,96.79098005203815,0
540,51,2,10,0.675,0.195,-13.465,0.0346,0.868,2.03e-06,0.126,0.275,91.935,207880,1,0.6626811594202898,0.03659420289855073,2,3.4646666666666666,364,105.06061189147587,1
542,46,5,15,0.27399999999999997,0.9129999999999999,-4.886,0.159,0.0106,0.72,0.109,0.847,163.709,224360,1,0.5504658385093166,-0.11475155279503105,0,3.739333333333333,202,54.020324478516685,0
544,47,1,11,0.61,0.841,-4.579,0.0692,0.055999999999999994,9.85e-06,0.11800000000000001,0.431,126.889,198187,1,0.6342222222222222,0.21211111111111108,1,3.3031166666666665,327,98.99741153556995,2
546,27,3,23,0.455,0.203,-15.007,0.0453,0.9490000000000001,0.000218,0.0895,0.154,116.90100000000001,201520,1,0.4731481481481481,0.2055555555555556,0,3.3586666666666667,256,76.22072250893211,0
548,2,5,7,0.466,0.889,-5.301,0.115,0.0158,0.00131,0.253,0.773,117.581,236160,1,0.4364444444444445,-0.10186111111111114,2,3.936,125,31.758130081300806,2
556,88,4,6,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.80100000000004,218147,1,0.4907407407407408,0.0743055555555556,0,3.635783333333333,1000,275.0438924211656,1
559,7,5,2,0.733,0.5529999999999999,-13.924000000000001,0.0382,0.252,0.00257,0.147,0.934,124.993,266267,1,0.6201086956521743,0.037203557312252944,5,4.437783333333333,702,158.18708289048212,1
567,14,5,2,0.456,0.978,-4.869,0.11199999999999999,0.0301,0.499,0.313,0.327,123.411,271867,1,0.6675444444444445,0.3620212121212121,0,4.531116666666667,307,67.75371781054706,21
574,0,0,1,0.6779999999999999,0.953,-4.9639999999999995,0.102,0.00037200000000000004,0.91,0.37,0.066,127.98100000000001,174375,1,0.0,0.0,0,2.90625,35,12.043010752688172,0
577,11,0,1,0.713,0.975,-3.5380000000000003,0.168,0.105,0.00124,0.628,0.415,124.977,203530,1,0.4,0.25,0,3.3921666666666668,176,51.884243109123965,0
578,32,2,3,0.54,0.552,-7.702000000000001,0.031,0.0494,6.21e-06,0.332,0.456,114.978,227080,1,0.65,0.325,1,3.784666666666667,213,56.279725206975506,0
580,4,3,9,0.647,0.299,-11.835999999999999,0.0632,0.605,5.56e-05,0.0685,0.157,120.04299999999999,267226,1,0.4884656084656084,-0.07100529100529099,0,4.453766666666667,227,50.96809442194997,0
592,69,2,17,0.9259999999999999,0.9159999999999999,-2.221,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853,1,0.6540131775980825,-0.1565738244983525,28,3.3308833333333334,936,281.006539806758,0
593,48,0,18,0.6920000000000001,0.7809999999999999,-4.666,0.0791,0.0252,0.0,0.102,0.41100000000000003,120.01100000000001,133505,1,0.4564444444444444,0.1502222222222222,0,2.225083333333333,135,60.67188494812928,0
597,58,5,0,0.731,0.555,-13.684000000000001,0.0519,0.321,0.000103,0.0527,0.935,131.26,189427,1,0.59,-0.25,0,3.1571166666666666,175,55.43032408262815,1
602,66,3,23,0.7390000000000001,0.917,-4.459,0.0504,0.177,0.11900000000000001,0.0834,0.7490000000000001,110.163,325267,1,0.5333333333333333,0.3666666666666667,12,5.421116666666666,406,74.89231923312234,0
606,40,3,14,0.8059999999999999,0.552,-6.4110000000000005,0.11199999999999999,0.0269,0.000684,0.1,0.8,94.04,308907,1,0.7151556776556777,-0.12394688644688645,0,5.14845,314,60.989229768182646,0
608,56,3,13,0.7,0.447,-11.083,0.0354,0.532,0.000192,0.0878,0.8290000000000001,144.726,256893,1,0.42507936507936506,-0.2265079365079365,0,4.28155,222,51.850381287150675,1
613,51,5,15,0.537,0.862,-7.648,0.027999999999999997,0.0489,0.505,0.1,0.879,134.83100000000002,281773,1,0.3966666666666667,-0.14636363636363636,0,4.6962166666666665,165,35.13466513824959,0
615,32,5,15,0.619,0.703,-9.414,0.0525,0.0038799999999999998,0.205,0.163,0.7090000000000001,115.04299999999999,457133,1,0.4333333333333333,0.03333333333333333,0,7.618883333333334,230,30.188150932004472,6
617,61,3,13,0.684,0.764,-5.3420000000000005,0.0254,0.0129,0.000171,0.141,0.9440000000000001,107.806,233413,1,0.5044642857142857,0.3482142857142857,3,3.890216666666667,206,52.953348785200475,0
621,0,4,6,0.8540000000000001,0.503,-13.405999999999999,0.22399999999999998,0.529,8.26e-06,0.11199999999999999,0.7659999999999999,95.27600000000001,250107,1,0.4333437637241985,0.11057710254721126,0,4.16845,580,139.14044788830378,0
624,50,2,3,0.631,0.9390000000000001,-1.7,0.0398,0.0728,0.00018700000000000002,0.319,0.353,128.048,191500,1,0.5882575757575758,0.11300505050505052,0,3.191666666666667,150,46.99738903394257,0
628,55,5,15,0.7609999999999999,0.436,-11.614,0.0424,0.45399999999999996,0.264,0.111,0.374,114.01,170868,1,0.5374999999999999,0.3875,0,2.8478,114,40.030901046421796,0
630,78,2,3,0.551,0.636,-7.125,0.0281,0.00713,0.00203,0.217,0.153,124.99600000000001,268467,1,0.5363636363636366,0.259090909090909,7,4.47445,483,107.9462280280258,11
631,48,5,7,0.535,0.9359999999999999,-5.372000000000001,0.0377,0.00045599999999999997,0.00359,0.35600000000000004,0.316,115.005,273053,1,0.5755555555555555,-0.04222222222222223,0,4.550883333333333,168,36.91591009803958,0
635,26,5,0,0.597,0.812,-12.062000000000001,0.0315,0.0219,0.00106,0.102,0.823,135.68,218400,1,0.8952380952380953,0.4160714285714287,8,3.64,368,101.0989010989011,1
636,23,2,10,0.6970000000000001,0.794,-5.005,0.0761,0.0724,0.0,0.0353,0.379,96.98899999999999,186881,1,0.26904761904761904,0.04404761904761903,0,3.1146833333333332,320,102.73917626725029,1
641,45,3,13,0.685,0.40399999999999997,-7.784,0.121,0.445,0.0,0.11599999999999999,0.473,131.846,293640,1,0.4806139122315593,0.1589169000933707,0,4.894,620,126.685737637924,1
652,0,1,22,0.657,0.6579999999999999,-7.527,0.0367,0.0368,2.3899999999999998e-05,0.0943,0.326,107.99799999999999,198400,1,0.3638776428250112,-0.10814215024741344,1,3.306666666666666,279,84.375,0
669,58,5,0,0.48200000000000004,0.574,-7.962999999999999,0.027999999999999997,0.003820000000000001,0.08,0.12300000000000001,0.184,119.994,246000,1,0.5025641025641026,0.2769230769230769,0,4.1,136,33.170731707317074,11
680,2,5,7,0.285,0.934,-3.4610000000000003,0.0793,0.00014099999999999998,0.00103,0.34,0.585,114.221,254627,1,0.4698412698412698,0.20736961451247168,0,4.243783333333333,155,36.52401355708547,1
681,1,5,2,0.675,0.8029999999999999,-7.247999999999997,0.0467,0.182,5.41e-05,0.0797,0.7609999999999999,140.096,363933,1,0.6777777777777778,0.3111111111111111,8,6.06555,427,70.39757317967867,2
684,1,4,20,0.765,0.452,-6.644,0.068,0.0033,4.6399999999999996e-05,0.0916,0.331,100.00200000000001,227027,1,0.5862903225806453,0.25725806451612904,0,3.7837833333333335,300,79.28572372449092,7
706,75,5,0,0.439,0.434,-14.918,0.0265,0.0783,4.870000000000001e-05,0.14,0.204,94.845,274707,1,0.5836805555555555,-0.096875,8,4.57845,580,126.68042678198955,0
708,56,2,10,0.568,0.922,-3.8169999999999997,0.0473,0.0059,4.6399999999999996e-05,0.10400000000000001,0.654,118.98,202687,1,0.4382142857142856,0.038571428571428576,0,3.3781166666666667,242,71.63754952216965,2
710,14,5,0,0.34,0.41200000000000003,-13.727,0.0268,0.0596,0.0,0.11699999999999999,0.402,69.857,243667,1,0.5243055555555555,0.07409188034188036,0,4.061116666666667,281,69.19279180192639,0
713,71,2,17,0.5870000000000001,0.583,-5.284,0.0313,0.248,0.0,0.124,0.15,139.92,219493,1,0.5805555555555555,-0.013888888888888892,2,3.658216666666666,320,87.4743158096158,0
714,0,5,2,0.703,0.58,-8.611,0.0282,0.461,2.7399999999999995e-05,0.518,0.8959999999999999,119.855,259827,1,0.8364197530864198,-0.5839012345679012,2,4.33045,285,65.81302174138946,6
717,78,5,2,0.446,0.764,-5.042,0.033,0.00135,0.0,0.099,0.5429999999999999,172.09400000000005,223840,1,0.4725563909774437,-0.046867167919799536,13,3.7306666666666666,768,205.8613295210865,0
726,70,3,23,0.659,0.812,-7.499,0.0487,0.23,0.0,0.0951,0.888,83.01299999999998,235133,1,0.5842364532019706,0.3549945265462507,0,3.9188833333333335,501,127.84254017938784,0
730,68,2,3,0.654,0.8740000000000001,-3.885,0.0543,0.16899999999999998,1.77e-06,0.134,0.542,119.85,184027,1,0.8309722222222222,0.5842361111111107,2,3.0671166666666667,526,171.49657387231218,0
736,69,5,0,0.7440000000000001,0.7979999999999999,-5.981,0.0364,0.175,0.00367,0.26,0.89,125.061,268507,1,0.6201086956521745,0.03720355731225298,13,4.475116666666667,1053,235.30112808977046,1
740,0,1,12,0.45799999999999996,0.6920000000000001,-8.383,0.0388,0.625,0.0,0.8270000000000001,0.636,121.875,204493,1,0.5432072829131653,0.5522759103641455,3,3.4082166666666667,311,91.25006723946541,1
741,53,4,21,0.677,0.48100000000000004,-7.711,0.0504,0.146,0.185,0.111,0.135,84.01,148583,1,0.4890952380952381,0.07987301587301589,0,2.476383333333333,240,96.91552869439975,0
746,72,5,15,0.536,0.9279999999999999,-6.492000000000001,0.0589,0.0154,0.00134,0.2,0.389,136.25799999999998,248400,1,0.6687675070028011,0.4050420168067226,0,4.14,275,66.42512077294687,13
751,7,4,20,0.619,0.578,-8.002,0.474,0.0214,3.37e-05,0.387,0.731,123.719,208144,1,0.4887057387057388,0.1965506715506716,0,3.4690666666666665,521,150.1844876623876,5
753,28,5,2,0.433,0.746,-10.068999999999999,0.0488,0.631,0.262,0.29100000000000004,0.528,115.839,423013,1,0.4525252525252525,0.09444444444444444,0,7.050216666666668,147,20.850423036644266,2
755,76,5,2,0.41200000000000003,0.902,-11.6,0.405,0.0484,0.131,0.405,0.42200000000000004,89.74,333893,1,0.4911680911680914,0.3507122507122506,8,5.5648833333333325,448,80.50483238642319,0
757,49,3,14,0.728,0.324,-9.467,0.0258,0.307,0.00198,0.0554,0.252,112.212,318467,1,0.4468749999999999,0.1375,1,5.307783333333333,295,55.57875698267011,0
759,75,2,5,0.887,0.48,-11.994000000000002,0.11699999999999999,0.0094,3.5799999999999996e-05,0.0662,0.607,95.846,193200,1,0.4598611111111112,0.19097222222222224,1,3.22,295,91.61490683229813,0
763,46,2,17,0.83,0.546,-7.506,0.055,0.23199999999999998,0.0,0.6759999999999999,0.61,120.975,231540,1,0.4041666666666667,-0.013888888888888886,3,3.859,375,97.17543405027209,0
768,12,3,14,0.5760000000000001,0.97,-7.6670000000000025,0.0608,0.00456,0.000297,0.0656,0.7509999999999999,111.584,340027,1,0.586965811965812,0.2601037851037851,4,5.667116666666668,479,84.52269966796754,6
773,62,5,2,0.6829999999999999,0.7509999999999999,-10.184,0.0346,0.0681,8.36e-06,0.248,0.841,103.036,266560,1,0.4025925925925927,0.06462962962962965,2,4.442666666666667,391,88.01020408163265,0
784,58,5,2,0.7090000000000001,0.6990000000000001,-11.905,0.0466,0.0291,0.295,0.0673,0.5920000000000001,125.37700000000001,223733,1,0.4105263157894735,0.2631578947368421,2,3.7288833333333335,142,38.08110560355424,8
790,68,2,5,0.8079999999999999,0.7859999999999999,-6.897,0.0447,0.00928,0.0701,0.0574,0.899,96.98700000000001,191240,1,0.4404585326953748,0.18583931419457733,2,3.187333333333333,282,88.47521439029491,0
796,0,3,14,0.873,0.721,-9.774,0.0448,0.113,0.0,0.27,0.81,106.725,241467,1,0.8625000000000002,0.2695175438596491,0,4.02445,356,88.45929257414056,0
798,53,3,23,0.659,0.69,-8.315,0.0617,0.179,1.99e-05,0.20800000000000002,0.6459999999999999,159.989,196749,1,0.5122969187675069,-0.1688795518207283,1,3.27915,446,136.01085647195157,0
799,32,0,1,0.7759999999999999,0.8009999999999999,-5.093,0.157,0.29600000000000004,0.102,0.155,0.6629999999999999,124.10700000000001,204194,1,0.4426984126984127,-0.04507936507936509,4,3.4032333333333336,292,85.8007581025887,0
800,5,0,18,0.675,0.868,-6.36,0.0392,0.00107,0.715,0.374,0.0376,128.007,304229,1,0.0,0.0,0,5.070483333333334,8,1.5777588592803446,0
808,45,1,12,0.451,0.8320000000000001,-5.371,0.0429,0.314,0.0,0.0722,0.435,156.10399999999996,230133,1,0.4033333333333333,0.3633116883116884,0,3.83555,230,59.96532439936906,7
816,70,2,17,0.457,0.948,-3.364,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,1,0.3553243473698017,0.07567558703922336,12,3.482666666666667,836,240.04594180704441,0
820,56,3,14,0.828,0.654,-7.673999999999999,0.226,0.106,0.0,0.0689,0.8170000000000001,95.25399999999999,242360,1,0.5137998575498576,-0.03830128205128205,0,4.039333333333333,391,96.7981515101502,3
821,43,0,16,0.627,0.938,-2.535,0.0384,0.0057399999999999994,6.5000000000000004e-06,0.0478,0.5870000000000001,101.98100000000001,219388,1,0.4012500000000001,-0.17384615384615387,4,3.6564666666666654,353,96.54128758181852,1
824,49,2,3,0.721,0.924,-8.282,0.0396,0.000683,0.003820000000000001,0.0817,0.6940000000000001,130.947,244133,1,0.6285714285714286,0.3190476190476191,4,4.068883333333333,359,88.23059561796234,0
826,14,2,17,0.818,0.595,-7.644,0.0515,0.00014,0.575,0.0612,0.7290000000000001,119.99,262000,1,0.5534883720930235,0.4534883720930232,4,4.366666666666666,118,27.02290076335878,0
829,51,0,16,0.705,0.674,-8.432,0.04,0.0184,0.0149,0.13699999999999998,0.10300000000000001,105.0,341802,1,0.6,0.5,7,5.6967,412,72.32257271753822,0
832,43,3,14,0.609,0.551,-7.93,0.0291,0.0233,0.0,0.23399999999999999,0.512,127.956,256040,1,0.6112301587301586,0.1765079365079365,0,4.267333333333333,294,68.89548508045618,0
836,67,2,17,0.75,0.727,-4.21,0.142,0.0189,0.0,0.266,0.359,129.993,262173,1,0.4842460317460317,0.3595709325396825,11,4.36955,960,219.7022576695541,0
852,71,2,17,0.72,0.861,-4.3389999999999995,0.209,0.26899999999999996,5.11e-06,0.601,0.669,126.991,200013,1,0.5356183862433864,0.01821097883597882,4,3.33355,613,183.88804727692695,0
859,8,4,6,0.69,0.747,-4.583,0.264,0.00984,0.000685,0.355,0.0703,171.36700000000005,326640,1,0.5708068075715135,0.16461622527798994,0,5.444,792,145.48126377663482,2
860,24,2,17,0.534,0.887,-3.7769999999999997,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,249293,1,0.5781481481481481,0.05501683501683503,13,4.154883333333333,903,217.33462231189804,1
864,3,5,2,0.741,0.6970000000000001,-7.028,0.0277,0.0664,2.2800000000000002e-05,0.133,0.774,116.109,160133,1,0.4847222222222223,-0.14027777777777778,8,2.668883333333333,304,113.90531620590383,0
867,25,3,14,0.733,0.799,-8.759,0.0477,0.0708,1.67e-06,0.214,0.955,103.446,335320,1,0.5625,-0.09042397660818714,0,5.588666666666668,436,78.01503041870453,2
871,57,1,11,0.738,0.937,-7.7879999999999985,0.0668,0.0124,0.00206,0.0338,0.614,131.994,193827,1,0.36494252873563227,0.11494252873563222,23,3.23045,389,120.41666021761677,0
